nSeq,I1,I2,O1,O2,A1,A1_filtrado,A1_normalizado,Grupo,Estado
13,0,0,0,0,538,534,2.29017843244209,7833.0,Contraido
14,0,0,0,0,513,527,1.683927463152818,7833.0,Contraido
15,0,0,0,0,527,527,1.683927463152818,7833.0,Contraido
0,0,0,0,0,536,531,2.030356588460974,7833.0,Contraido
1,0,0,0,0,531,531,2.030356588460974,7833.0,Contraido
2,0,0,0,0,495,496,-1.0008982579853904,7834.0,Relajado
3,0,0,0,0,496,496,-1.0008982579853904,7834.0,Relajado
4,0,0,0,0,499,496,-1.0008982579853904,7834.0,Relajado
5,0,0,0,0,485,499,-0.7410764140042735,7834.0,Relajado
6,0,0,0,0,530,485,-1.9535783525828192,7834.0,Relajado
7,0,0,0,0,482,482,-2.2134001965639363,7834.0,Relajado
8,0,0,0,0,455,479,-2.473222040545053,7834.0,Relajado
9,0,0,0,0,479,479,-2.473222040545053,7834.0,Relajado
10,0,0,0,0,501,501,-0.5678618513501955,7834.0,Relajado
11,0,0,0,0,521,515,0.6446400872283502,7835.0,Contraido
12,0,0,0,0,515,521,1.164283775190584,7835.0,Contraido
13,0,0,0,0,539,539,2.723214839077286,7835.0,Contraido
14,0,0,0,0,544,539,2.723214839077286,7835.0,Contraido
15,0,0,0,0,504,504,-0.3080400073690785,7836.0,Relajado
0,0,0,0,0,497,497,-0.9142909766583516,7836.0,Relajado
1,0,0,0,0,496,496,-1.0008982579853904,7836.0,Relajado
2,0,0,0,0,482,491,-1.4339346646205853,7836.0,Relajado
3,0,0,0,0,491,491,-1.4339346646205853,7836.0,Relajado
4,0,0,0,0,513,513,0.4714255245742722,7837.0,Contraido
5,0,0,0,0,522,521,1.164283775190584,7837.0,Contraido
6,0,0,0,0,521,522,1.250891056517623,7837.0,Contraido
7,0,0,0,0,545,525,1.51071290049874,7837.0,Contraido
8,0,0,0,0,525,525,1.51071290049874,7837.0,Contraido
9,0,0,0,0,507,507,-0.0482181633879616,7838.0,Relajado
10,0,0,0,0,492,492,-1.3473273832935464,7838.0,Relajado
11,0,0,0,0,492,492,-1.3473273832935464,7838.0,Relajado
12,0,0,0,0,507,507,-0.0482181633879616,7838.0,Relajado
13,0,0,0,0,507,507,-0.0482181633879616,7838.0,Relajado
14,0,0,0,0,511,507,-0.0482181633879616,7838.0,Relajado
15,0,0,0,0,507,507,-0.0482181633879616,7838.0,Relajado
0,0,0,0,0,497,497,-0.9142909766583516,7838.0,Relajado
1,0,0,0,0,463,497,-0.9142909766583516,7838.0,Relajado
2,0,0,0,0,518,518,0.9044619312094672,7839.0,Contraido
3,0,0,0,0,533,518,0.9044619312094672,7839.0,Contraido
4,0,0,0,0,514,514,0.5580328059013112,7839.0,Contraido
5,0,0,0,0,497,504,-0.3080400073690785,7840.0,Relajado
6,0,0,0,0,504,504,-0.3080400073690785,7840.0,Relajado
7,0,0,0,0,512,509,0.1249963992661163,7841.0,Contraido
8,0,0,0,0,509,512,0.3848182432472332,7841.0,Contraido
9,0,0,0,0,513,513,0.4714255245742722,7841.0,Contraido
10,0,0,0,0,529,513,0.4714255245742722,7841.0,Contraido
11,0,0,0,0,504,504,-0.3080400073690785,7842.0,Relajado
12,0,0,0,0,476,483,-2.126792915236897,7842.0,Relajado
13,0,0,0,0,483,483,-2.126792915236897,7842.0,Relajado
14,0,0,0,0,497,497,-0.9142909766583516,7842.0,Relajado
15,0,0,0,0,515,515,0.6446400872283502,7843.0,Contraido
0,0,0,0,0,518,518,0.9044619312094672,7843.0,Contraido
1,0,0,0,0,520,518,0.9044619312094672,7843.0,Contraido
2,0,0,0,0,513,513,0.4714255245742722,7843.0,Contraido
3,0,0,0,0,502,505,-0.2214327260420396,7844.0,Relajado
4,0,0,0,0,505,505,-0.2214327260420396,7844.0,Relajado
5,0,0,0,0,508,508,0.0383891179390773,7845.0,Contraido
6,0,0,0,0,512,512,0.3848182432472332,7845.0,Contraido
7,0,0,0,0,525,525,1.51071290049874,7845.0,Contraido
8,0,0,0,0,525,525,1.51071290049874,7845.0,Contraido
9,0,0,0,0,520,520,1.077676493863545,7845.0,Contraido
10,0,0,0,0,516,516,0.7312473685553892,7845.0,Contraido
11,0,0,0,0,499,499,-0.7410764140042735,7846.0,Relajado
12,0,0,0,0,496,496,-1.0008982579853904,7846.0,Relajado
13,0,0,0,0,489,489,-1.6071492272746633,7846.0,Relajado
14,0,0,0,0,489,489,-1.6071492272746633,7846.0,Relajado
15,0,0,0,0,494,494,-1.1741128206394684,7846.0,Relajado
0,0,0,0,0,505,505,-0.2214327260420396,7846.0,Relajado
1,0,0,0,0,555,555,4.108931340309909,7847.0,Contraido
2,0,0,0,0,563,555,4.108931340309909,7847.0,Contraido
3,0,0,0,0,518,518,0.9044619312094672,7847.0,Contraido
4,0,0,0,0,508,508,0.0383891179390773,7847.0,Contraido
5,0,0,0,0,488,488,-1.693756508601702,7848.0,Relajado
6,0,0,0,0,483,488,-1.693756508601702,7848.0,Relajado
7,0,0,0,0,489,483,-2.126792915236897,7848.0,Relajado
8,0,0,0,0,481,481,-2.300007477890975,7848.0,Relajado
9,0,0,0,0,479,481,-2.300007477890975,7848.0,Relajado
10,0,0,0,0,493,493,-1.2607201019665073,7848.0,Relajado
11,0,0,0,0,513,511,0.2982109619201943,7849.0,Contraido
12,0,0,0,0,511,511,0.2982109619201943,7849.0,Contraido
13,0,0,0,0,508,511,0.2982109619201943,7849.0,Contraido
14,0,0,0,0,529,521,1.164283775190584,7849.0,Contraido
15,0,0,0,0,521,521,1.164283775190584,7849.0,Contraido
0,0,0,0,0,505,505,-0.2214327260420396,7850.0,Relajado
1,0,0,0,0,503,503,-0.3946472886961175,7850.0,Relajado
2,0,0,0,0,493,493,-1.2607201019665073,7850.0,Relajado
3,0,0,0,0,477,493,-1.2607201019665073,7850.0,Relajado
4,0,0,0,0,523,523,1.337498337844662,7851.0,Contraido
5,0,0,0,0,587,559,4.455360465618066,7851.0,Contraido
6,0,0,0,0,559,559,4.455360465618066,7851.0,Contraido
7,0,0,0,0,539,539,2.723214839077286,7851.0,Contraido
8,0,0,0,0,524,524,1.424105619171701,7851.0,Contraido
9,0,0,0,0,487,487,-1.7803637899287412,7852.0,Relajado
10,0,0,0,0,453,453,-4.725011355048067,7852.0,Relajado
11,0,0,0,0,425,453,-4.725011355048067,7852.0,Relajado
12,0,0,0,0,499,499,-0.7410764140042735,7852.0,Relajado
13,0,0,0,0,537,521,1.164283775190584,7853.0,Contraido
14,0,0,0,0,521,537,2.550000276423208,7853.0,Contraido
15,0,0,0,0,538,538,2.6366075577502466,7853.0,Contraido
0,0,0,0,0,551,538,2.6366075577502466,7853.0,Contraido
1,0,0,0,0,514,514,0.5580328059013112,7853.0,Contraido
2,0,0,0,0,446,506,-0.1348254447150006,7854.0,Relajado
3,0,0,0,0,506,495,-1.087505539312429,7854.0,Relajado
4,0,0,0,0,495,495,-1.087505539312429,7854.0,Relajado
5,0,0,0,0,493,493,-1.2607201019665073,7854.0,Relajado
6,0,0,0,0,465,493,-1.2607201019665073,7854.0,Relajado
7,0,0,0,0,499,499,-0.7410764140042735,7854.0,Relajado
8,0,0,0,0,502,499,-0.7410764140042735,7854.0,Relajado
9,0,0,0,0,493,502,-0.4812545700231565,7854.0,Relajado
10,0,0,0,0,504,504,-0.3080400073690785,7854.0,Relajado
11,0,0,0,0,508,508,0.0383891179390773,7855.0,Contraido
12,0,0,0,0,510,508,0.0383891179390773,7855.0,Contraido
13,0,0,0,0,505,510,0.2116036805931553,7855.0,Contraido
14,0,0,0,0,526,525,1.51071290049874,7855.0,Contraido
15,0,0,0,0,525,525,1.51071290049874,7855.0,Contraido
0,0,0,0,0,515,515,0.6446400872283502,7855.0,Contraido
1,0,0,0,0,508,508,0.0383891179390773,7855.0,Contraido
2,0,0,0,0,508,508,0.0383891179390773,7855.0,Contraido
3,0,0,0,0,510,508,0.0383891179390773,7855.0,Contraido
4,0,0,0,0,506,510,0.2116036805931553,7855.0,Contraido
5,0,0,0,0,511,511,0.2982109619201943,7855.0,Contraido
6,0,0,0,0,515,511,0.2982109619201943,7855.0,Contraido
7,0,0,0,0,511,511,0.2982109619201943,7855.0,Contraido
8,0,0,0,0,508,510,0.2116036805931553,7855.0,Contraido
9,0,0,0,0,510,510,0.2116036805931553,7855.0,Contraido
10,0,0,0,0,511,511,0.2982109619201943,7855.0,Contraido
11,0,0,0,0,519,519,0.9910692125365062,7855.0,Contraido
12,0,0,0,0,527,519,0.9910692125365062,7855.0,Contraido
13,0,0,0,0,505,505,-0.2214327260420396,7856.0,Relajado
14,0,0,0,0,499,505,-0.2214327260420396,7856.0,Relajado
15,0,0,0,0,510,510,0.2116036805931553,7857.0,Contraido
0,0,0,0,0,515,512,0.3848182432472332,7857.0,Contraido
1,0,0,0,0,512,512,0.3848182432472332,7857.0,Contraido
2,0,0,0,0,497,497,-0.9142909766583516,7858.0,Relajado
3,0,0,0,0,493,496,-1.0008982579853904,7858.0,Relajado
4,0,0,0,0,496,496,-1.0008982579853904,7858.0,Relajado
5,0,0,0,0,498,498,-0.8276836953313125,7858.0,Relajado
6,0,0,0,0,512,500,-0.6544691326772345,7858.0,Relajado
7,0,0,0,0,500,512,0.3848182432472332,7859.0,Contraido
8,0,0,0,0,537,520,1.077676493863545,7859.0,Contraido
9,0,0,0,0,520,520,1.077676493863545,7859.0,Contraido
10,0,0,0,0,480,497,-0.9142909766583516,7860.0,Relajado
11,0,0,0,0,497,497,-0.9142909766583516,7860.0,Relajado
12,0,0,0,0,527,514,0.5580328059013112,7861.0,Contraido
13,0,0,0,0,514,514,0.5580328059013112,7861.0,Contraido
14,0,0,0,0,487,487,-1.7803637899287412,7862.0,Relajado
15,0,0,0,0,481,487,-1.7803637899287412,7862.0,Relajado
0,0,0,0,0,495,495,-1.087505539312429,7862.0,Relajado
1,0,0,0,0,516,512,0.3848182432472332,7863.0,Contraido
2,0,0,0,0,512,512,0.3848182432472332,7863.0,Contraido
3,0,0,0,0,512,512,0.3848182432472332,7863.0,Contraido
4,0,0,0,0,494,507,-0.0482181633879616,7864.0,Relajado
5,0,0,0,0,507,507,-0.0482181633879616,7864.0,Relajado
6,0,0,0,0,535,507,-0.0482181633879616,7864.0,Relajado
7,0,0,0,0,506,535,2.37678571376913,7865.0,Contraido
8,0,0,0,0,548,548,3.5026803710206367,7865.0,Contraido
9,0,0,0,0,556,548,3.5026803710206367,7865.0,Contraido
10,0,0,0,0,485,487,-1.7803637899287412,7866.0,Relajado
11,0,0,0,0,487,487,-1.7803637899287412,7866.0,Relajado
12,0,0,0,0,514,514,0.5580328059013112,7867.0,Contraido
13,0,0,0,0,520,514,0.5580328059013112,7867.0,Contraido
14,0,0,0,0,478,485,-1.9535783525828192,7868.0,Relajado
15,0,0,0,0,485,485,-1.9535783525828192,7868.0,Relajado
0,0,0,0,0,500,500,-0.6544691326772345,7868.0,Relajado
1,0,0,0,0,514,510,0.2116036805931553,7869.0,Contraido
2,0,0,0,0,510,514,0.5580328059013112,7869.0,Contraido
3,0,0,0,0,523,523,1.337498337844662,7869.0,Contraido
4,0,0,0,0,557,523,1.337498337844662,7869.0,Contraido
5,0,0,0,0,500,500,-0.6544691326772345,7870.0,Relajado
6,0,0,0,0,472,485,-1.9535783525828192,7870.0,Relajado
7,0,0,0,0,485,482,-2.2134001965639363,7870.0,Relajado
8,0,0,0,0,482,485,-1.9535783525828192,7870.0,Relajado
9,0,0,0,0,503,485,-1.9535783525828192,7870.0,Relajado
10,0,0,0,0,485,485,-1.9535783525828192,7870.0,Relajado
11,0,0,0,0,464,485,-1.9535783525828192,7870.0,Relajado
12,0,0,0,0,507,507,-0.0482181633879616,7870.0,Relajado
13,0,0,0,0,529,523,1.337498337844662,7871.0,Contraido
14,0,0,0,0,523,523,1.337498337844662,7871.0,Contraido
15,0,0,0,0,522,522,1.250891056517623,7871.0,Contraido
0,0,0,0,0,519,519,0.9910692125365062,7871.0,Contraido
1,0,0,0,0,515,515,0.6446400872283502,7871.0,Contraido
2,0,0,0,0,501,504,-0.3080400073690785,7872.0,Relajado
3,0,0,0,0,504,504,-0.3080400073690785,7872.0,Relajado
4,0,0,0,0,510,510,0.2116036805931553,7873.0,Contraido
5,0,0,0,0,516,513,0.4714255245742722,7873.0,Contraido
6,0,0,0,0,513,516,0.7312473685553892,7873.0,Contraido
7,0,0,0,0,527,527,1.683927463152818,7873.0,Contraido
8,0,0,0,0,530,527,1.683927463152818,7873.0,Contraido
9,0,0,0,0,527,527,1.683927463152818,7873.0,Contraido
10,0,0,0,0,493,494,-1.1741128206394684,7874.0,Relajado
11,0,0,0,0,494,494,-1.1741128206394684,7874.0,Relajado
12,0,0,0,0,501,497,-0.9142909766583516,7874.0,Relajado
13,0,0,0,0,497,497,-0.9142909766583516,7874.0,Relajado
14,0,0,0,0,488,497,-0.9142909766583516,7874.0,Relajado
15,0,0,0,0,498,498,-0.8276836953313125,7874.0,Relajado
0,0,0,0,0,514,511,0.2982109619201943,7875.0,Contraido
1,0,0,0,0,511,511,0.2982109619201943,7875.0,Contraido
2,0,0,0,0,511,511,0.2982109619201943,7875.0,Contraido
3,0,0,0,0,519,511,0.2982109619201943,7875.0,Contraido
4,0,0,0,0,508,508,0.0383891179390773,7875.0,Contraido
5,0,0,0,0,497,503,-0.3946472886961175,7876.0,Relajado
6,0,0,0,0,503,497,-0.9142909766583516,7876.0,Relajado
7,0,0,0,0,497,503,-0.3946472886961175,7876.0,Relajado
8,0,0,0,0,504,502,-0.4812545700231565,7876.0,Relajado
9,0,0,0,0,502,502,-0.4812545700231565,7876.0,Relajado
10,0,0,0,0,500,502,-0.4812545700231565,7876.0,Relajado
11,0,0,0,0,508,508,0.0383891179390773,7877.0,Contraido
12,0,0,0,0,518,512,0.3848182432472332,7877.0,Contraido
13,0,0,0,0,512,512,0.3848182432472332,7877.0,Contraido
14,0,0,0,0,498,512,0.3848182432472332,7877.0,Contraido
15,0,0,0,0,533,517,0.8178546498824282,7877.0,Contraido
0,0,0,0,0,517,533,2.203571151115052,7877.0,Contraido
1,0,0,0,0,544,531,2.030356588460974,7877.0,Contraido
2,0,0,0,0,531,531,2.030356588460974,7877.0,Contraido
3,0,0,0,0,481,496,-1.0008982579853904,7878.0,Relajado
4,0,0,0,0,496,496,-1.0008982579853904,7878.0,Relajado
5,0,0,0,0,528,521,1.164283775190584,7879.0,Contraido
6,0,0,0,0,521,521,1.164283775190584,7879.0,Contraido
7,0,0,0,0,484,484,-2.040185633909858,7880.0,Relajado
8,0,0,0,0,480,484,-2.040185633909858,7880.0,Relajado
9,0,0,0,0,485,480,-2.386614759218014,7880.0,Relajado
10,0,0,0,0,473,476,-2.73304388452617,7880.0,Relajado
11,0,0,0,0,476,476,-2.73304388452617,7880.0,Relajado
12,0,0,0,0,523,505,-0.2214327260420396,7880.0,Relajado
13,0,0,0,0,505,505,-0.2214327260420396,7880.0,Relajado
14,0,0,0,0,491,505,-0.2214327260420396,7880.0,Relajado
15,0,0,0,0,505,505,-0.2214327260420396,7880.0,Relajado
0,0,0,0,0,523,518,0.9044619312094672,7881.0,Contraido
1,0,0,0,0,518,523,1.337498337844662,7881.0,Contraido
2,0,0,0,0,524,524,1.424105619171701,7881.0,Contraido
3,0,0,0,0,540,525,1.51071290049874,7881.0,Contraido
4,0,0,0,0,525,525,1.51071290049874,7881.0,Contraido
5,0,0,0,0,504,504,-0.3080400073690785,7882.0,Relajado
6,0,0,0,0,496,496,-1.0008982579853904,7882.0,Relajado
7,0,0,0,0,484,496,-1.0008982579853904,7882.0,Relajado
8,0,0,0,0,506,506,-0.1348254447150006,7882.0,Relajado
9,0,0,0,0,541,525,1.51071290049874,7883.0,Contraido
10,0,0,0,0,525,541,2.896429401731364,7883.0,Contraido
11,0,0,0,0,581,543,3.0696439643854414,7883.0,Contraido
12,0,0,0,0,543,543,3.0696439643854414,7883.0,Contraido
13,0,0,0,0,447,468,-3.425902135142482,7884.0,Relajado
14,0,0,0,0,468,468,-3.425902135142482,7884.0,Relajado
15,0,0,0,0,493,493,-1.2607201019665073,7884.0,Relajado
0,0,0,0,0,513,501,-0.5678618513501955,7884.0,Relajado
1,0,0,0,0,501,501,-0.5678618513501955,7884.0,Relajado
2,0,0,0,0,472,485,-1.9535783525828192,7884.0,Relajado
3,0,0,0,0,485,485,-1.9535783525828192,7884.0,Relajado
4,0,0,0,0,506,500,-0.6544691326772345,7884.0,Relajado
5,0,0,0,0,500,500,-0.6544691326772345,7884.0,Relajado
6,0,0,0,0,497,500,-0.6544691326772345,7884.0,Relajado
7,0,0,0,0,505,505,-0.2214327260420396,7884.0,Relajado
8,0,0,0,0,510,510,0.2116036805931553,7885.0,Contraido
9,0,0,0,0,517,517,0.8178546498824282,7885.0,Contraido
10,0,0,0,0,521,517,0.8178546498824282,7885.0,Contraido
11,0,0,0,0,513,513,0.4714255245742722,7885.0,Contraido
12,0,0,0,0,508,508,0.0383891179390773,7885.0,Contraido
13,0,0,0,0,508,508,0.0383891179390773,7885.0,Contraido
14,0,0,0,0,511,510,0.2116036805931553,7885.0,Contraido
15,0,0,0,0,510,510,0.2116036805931553,7885.0,Contraido
0,0,0,0,0,504,507,-0.0482181633879616,7886.0,Relajado
1,0,0,0,0,507,507,-0.0482181633879616,7886.0,Relajado
2,0,0,0,0,513,507,-0.0482181633879616,7886.0,Relajado
3,0,0,0,0,504,504,-0.3080400073690785,7886.0,Relajado
4,0,0,0,0,496,498,-0.8276836953313125,7886.0,Relajado
5,0,0,0,0,498,498,-0.8276836953313125,7886.0,Relajado
6,0,0,0,0,513,513,0.4714255245742722,7887.0,Contraido
7,0,0,0,0,515,513,0.4714255245742722,7887.0,Contraido
8,0,0,0,0,502,515,0.6446400872283502,7887.0,Contraido
9,0,0,0,0,523,520,1.077676493863545,7887.0,Contraido
10,0,0,0,0,520,520,1.077676493863545,7887.0,Contraido
11,0,0,0,0,511,511,0.2982109619201943,7887.0,Contraido
12,0,0,0,0,496,504,-0.3080400073690785,7888.0,Relajado
13,0,0,0,0,504,504,-0.3080400073690785,7888.0,Relajado
14,0,0,0,0,505,504,-0.3080400073690785,7888.0,Relajado
15,0,0,0,0,498,498,-0.8276836953313125,7888.0,Relajado
0,0,0,0,0,497,498,-0.8276836953313125,7888.0,Relajado
1,0,0,0,0,498,498,-0.8276836953313125,7888.0,Relajado
2,0,0,0,0,509,509,0.1249963992661163,7889.0,Contraido
3,0,0,0,0,511,509,0.1249963992661163,7889.0,Contraido
4,0,0,0,0,506,508,0.0383891179390773,7889.0,Contraido
5,0,0,0,0,508,506,-0.1348254447150006,7890.0,Relajado
6,0,0,0,0,494,505,-0.2214327260420396,7890.0,Relajado
7,0,0,0,0,505,505,-0.2214327260420396,7890.0,Relajado
8,0,0,0,0,514,514,0.5580328059013112,7891.0,Contraido
9,0,0,0,0,523,523,1.337498337844662,7891.0,Contraido
10,0,0,0,0,550,531,2.030356588460974,7891.0,Contraido
11,0,0,0,0,531,531,2.030356588460974,7891.0,Contraido
12,0,0,0,0,529,529,1.857142025806896,7891.0,Contraido
13,0,0,0,0,529,529,1.857142025806896,7891.0,Contraido
14,0,0,0,0,504,504,-0.3080400073690785,7892.0,Relajado
15,0,0,0,0,461,486,-1.86697107125578,7892.0,Relajado
0,0,0,0,0,486,486,-1.86697107125578,7892.0,Relajado
1,0,0,0,0,488,488,-1.693756508601702,7892.0,Relajado
2,0,0,0,0,490,490,-1.5205419459476244,7892.0,Relajado
3,0,0,0,0,494,492,-1.3473273832935464,7892.0,Relajado
4,0,0,0,0,492,494,-1.1741128206394684,7892.0,Relajado
5,0,0,0,0,529,529,1.857142025806896,7893.0,Contraido
6,0,0,0,0,535,529,1.857142025806896,7893.0,Contraido
7,0,0,0,0,477,490,-1.5205419459476244,7894.0,Relajado
8,0,0,0,0,490,490,-1.5205419459476244,7894.0,Relajado
9,0,0,0,0,516,516,0.7312473685553892,7895.0,Contraido
10,0,0,0,0,525,525,1.51071290049874,7895.0,Contraido
11,0,0,0,0,545,532,2.116963869788013,7895.0,Contraido
12,0,0,0,0,532,532,2.116963869788013,7895.0,Contraido
13,0,0,0,0,518,518,0.9044619312094672,7895.0,Contraido
14,0,0,0,0,505,505,-0.2214327260420396,7896.0,Relajado
15,0,0,0,0,480,480,-2.386614759218014,7896.0,Relajado
0,0,0,0,0,474,480,-2.386614759218014,7896.0,Relajado
1,0,0,0,0,498,487,-1.7803637899287412,7896.0,Relajado
2,0,0,0,0,487,498,-0.8276836953313125,7896.0,Relajado
3,0,0,0,0,509,509,0.1249963992661163,7897.0,Contraido
4,0,0,0,0,515,512,0.3848182432472332,7897.0,Contraido
5,0,0,0,0,512,512,0.3848182432472332,7897.0,Contraido
6,0,0,0,0,499,502,-0.4812545700231565,7898.0,Relajado
7,0,0,0,0,502,502,-0.4812545700231565,7898.0,Relajado
8,0,0,0,0,516,506,-0.1348254447150006,7898.0,Relajado
9,0,0,0,0,506,506,-0.1348254447150006,7898.0,Relajado
10,0,0,0,0,503,506,-0.1348254447150006,7898.0,Relajado
11,0,0,0,0,509,509,0.1249963992661163,7899.0,Contraido
12,0,0,0,0,526,514,0.5580328059013112,7899.0,Contraido
13,0,0,0,0,514,514,0.5580328059013112,7899.0,Contraido
14,0,0,0,0,499,504,-0.3080400073690785,7900.0,Relajado
15,0,0,0,0,504,500,-0.6544691326772345,7900.0,Relajado
0,0,0,0,0,500,504,-0.3080400073690785,7900.0,Relajado
1,0,0,0,0,504,504,-0.3080400073690785,7900.0,Relajado
2,0,0,0,0,504,504,-0.3080400073690785,7900.0,Relajado
3,0,0,0,0,513,513,0.4714255245742722,7901.0,Contraido
4,0,0,0,0,516,513,0.4714255245742722,7901.0,Contraido
5,0,0,0,0,513,513,0.4714255245742722,7901.0,Contraido
6,0,0,0,0,508,508,0.0383891179390773,7901.0,Contraido
7,0,0,0,0,508,508,0.0383891179390773,7901.0,Contraido
8,0,0,0,0,506,508,0.0383891179390773,7901.0,Contraido
9,0,0,0,0,516,515,0.6446400872283502,7901.0,Contraido
10,0,0,0,0,515,515,0.6446400872283502,7901.0,Contraido
11,0,0,0,0,493,494,-1.1741128206394684,7902.0,Relajado
12,0,0,0,0,494,494,-1.1741128206394684,7902.0,Relajado
13,0,0,0,0,501,501,-0.5678618513501955,7902.0,Relajado
14,0,0,0,0,506,506,-0.1348254447150006,7902.0,Relajado
15,0,0,0,0,506,506,-0.1348254447150006,7902.0,Relajado
0,0,0,0,0,516,507,-0.0482181633879616,7902.0,Relajado
1,0,0,0,0,507,507,-0.0482181633879616,7902.0,Relajado
2,0,0,0,0,502,506,-0.1348254447150006,7902.0,Relajado
3,0,0,0,0,506,502,-0.4812545700231565,7902.0,Relajado
4,0,0,0,0,496,496,-1.0008982579853904,7902.0,Relajado
5,0,0,0,0,496,496,-1.0008982579853904,7902.0,Relajado
6,0,0,0,0,497,497,-0.9142909766583516,7902.0,Relajado
7,0,0,0,0,511,511,0.2982109619201943,7903.0,Contraido
8,0,0,0,0,550,550,3.6758949336747135,7903.0,Contraido
9,0,0,0,0,560,550,3.6758949336747135,7903.0,Contraido
10,0,0,0,0,536,536,2.463392995096169,7903.0,Contraido
11,0,0,0,0,511,511,0.2982109619201943,7903.0,Contraido
12,0,0,0,0,479,492,-1.3473273832935464,7904.0,Relajado
13,0,0,0,0,492,492,-1.3473273832935464,7904.0,Relajado
14,0,0,0,0,510,510,0.2116036805931553,7905.0,Contraido
15,0,0,0,0,511,511,0.2982109619201943,7905.0,Contraido
0,0,0,0,0,519,511,0.2982109619201943,7905.0,Contraido
1,0,0,0,0,507,516,0.7312473685553892,7905.0,Contraido
2,0,0,0,0,516,507,-0.0482181633879616,7906.0,Relajado
3,0,0,0,0,486,486,-1.86697107125578,7906.0,Relajado
4,0,0,0,0,470,486,-1.86697107125578,7906.0,Relajado
5,0,0,0,0,512,494,-1.1741128206394684,7906.0,Relajado
6,0,0,0,0,494,494,-1.1741128206394684,7906.0,Relajado
7,0,0,0,0,476,494,-1.1741128206394684,7906.0,Relajado
8,0,0,0,0,497,497,-0.9142909766583516,7906.0,Relajado
9,0,0,0,0,504,501,-0.5678618513501955,7906.0,Relajado
10,0,0,0,0,501,501,-0.5678618513501955,7906.0,Relajado
11,0,0,0,0,491,501,-0.5678618513501955,7906.0,Relajado
12,0,0,0,0,524,504,-0.3080400073690785,7906.0,Relajado
13,0,0,0,0,504,504,-0.3080400073690785,7906.0,Relajado
14,0,0,0,0,481,481,-2.300007477890975,7906.0,Relajado
15,0,0,0,0,477,481,-2.300007477890975,7906.0,Relajado
0,0,0,0,0,492,492,-1.3473273832935464,7906.0,Relajado
1,0,0,0,0,536,536,2.463392995096169,7907.0,Contraido
2,0,0,0,0,591,559,4.455360465618066,7907.0,Contraido
3,0,0,0,0,559,559,4.455360465618066,7907.0,Contraido
4,0,0,0,0,538,538,2.6366075577502466,7907.0,Contraido
5,0,0,0,0,523,524,1.424105619171701,7907.0,Contraido
6,0,0,0,0,524,523,1.337498337844662,7907.0,Contraido
7,0,0,0,0,477,480,-2.386614759218014,7908.0,Relajado
8,0,0,0,0,480,480,-2.386614759218014,7908.0,Relajado
9,0,0,0,0,525,499,-0.7410764140042735,7908.0,Relajado
10,0,0,0,0,499,499,-0.7410764140042735,7908.0,Relajado
11,0,0,0,0,481,499,-0.7410764140042735,7908.0,Relajado
12,0,0,0,0,506,494,-1.1741128206394684,7908.0,Relajado
13,0,0,0,0,494,498,-0.8276836953313125,7908.0,Relajado
14,0,0,0,0,498,498,-0.8276836953313125,7908.0,Relajado
15,0,0,0,0,504,501,-0.5678618513501955,7908.0,Relajado
0,0,0,0,0,501,501,-0.5678618513501955,7908.0,Relajado
1,0,0,0,0,495,501,-0.5678618513501955,7908.0,Relajado
2,0,0,0,0,512,512,0.3848182432472332,7909.0,Contraido
3,0,0,0,0,544,542,2.9830366830584025,7909.0,Contraido
4,0,0,0,0,542,542,2.9830366830584025,7909.0,Contraido
5,0,0,0,0,492,492,-1.3473273832935464,7910.0,Relajado
6,0,0,0,0,481,486,-1.86697107125578,7910.0,Relajado
7,0,0,0,0,486,486,-1.86697107125578,7910.0,Relajado
8,0,0,0,0,495,486,-1.86697107125578,7910.0,Relajado
9,0,0,0,0,474,495,-1.087505539312429,7910.0,Relajado
10,0,0,0,0,499,499,-0.7410764140042735,7910.0,Relajado
11,0,0,0,0,517,517,0.8178546498824282,7911.0,Contraido
12,0,0,0,0,527,520,1.077676493863545,7911.0,Contraido
13,0,0,0,0,520,524,1.424105619171701,7911.0,Contraido
14,0,0,0,0,524,520,1.077676493863545,7911.0,Contraido
15,0,0,0,0,510,510,0.2116036805931553,7911.0,Contraido
0,0,0,0,0,507,507,-0.0482181633879616,7912.0,Relajado
1,0,0,0,0,507,507,-0.0482181633879616,7912.0,Relajado
2,0,0,0,0,507,507,-0.0482181633879616,7912.0,Relajado
3,0,0,0,0,503,503,-0.3946472886961175,7912.0,Relajado
4,0,0,0,0,500,503,-0.3946472886961175,7912.0,Relajado
5,0,0,0,0,504,501,-0.5678618513501955,7912.0,Relajado
6,0,0,0,0,501,503,-0.3946472886961175,7912.0,Relajado
7,0,0,0,0,503,503,-0.3946472886961175,7912.0,Relajado
8,0,0,0,0,510,503,-0.3946472886961175,7912.0,Relajado
9,0,0,0,0,501,501,-0.5678618513501955,7912.0,Relajado
10,0,0,0,0,500,500,-0.6544691326772345,7912.0,Relajado
11,0,0,0,0,496,500,-0.6544691326772345,7912.0,Relajado
12,0,0,0,0,509,509,0.1249963992661163,7913.0,Contraido
13,0,0,0,0,517,517,0.8178546498824282,7913.0,Contraido
14,0,0,0,0,533,533,2.203571151115052,7913.0,Contraido
15,0,0,0,0,535,533,2.203571151115052,7913.0,Contraido
