nSeq,I1,I2,O1,O2,A1,A1_filtrado,A1_normalizado,Grupo,Estado
9,0,0,0,0,509,507,-0.0270961393746701,246.0,Relajado
10,0,0,0,0,507,507,-0.0270961393746701,246.0,Relajado
11,0,0,0,0,507,507,-0.0270961393746701,246.0,Relajado
12,0,0,0,0,509,507,-0.0270961393746701,246.0,Relajado
13,0,0,0,0,507,508,0.0551411707897033,247.0,Contraido
14,0,0,0,0,508,508,0.0551411707897033,247.0,Contraido
15,0,0,0,0,510,508,0.0551411707897033,247.0,Contraido
0,0,0,0,0,508,510,0.2196157911184503,247.0,Contraido
1,0,0,0,0,510,508,0.0551411707897033,247.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,247.0,Contraido
3,0,0,0,0,506,506,-0.1093334495390436,248.0,Relajado
4,0,0,0,0,506,506,-0.1093334495390436,248.0,Relajado
5,0,0,0,0,506,506,-0.1093334495390436,248.0,Relajado
6,0,0,0,0,508,506,-0.1093334495390436,248.0,Relajado
7,0,0,0,0,506,507,-0.0270961393746701,248.0,Relajado
8,0,0,0,0,507,507,-0.0270961393746701,248.0,Relajado
9,0,0,0,0,508,508,0.0551411707897033,249.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,249.0,Contraido
11,0,0,0,0,506,506,-0.1093334495390436,250.0,Relajado
12,0,0,0,0,504,506,-0.1093334495390436,250.0,Relajado
13,0,0,0,0,508,505,-0.1915707597034171,250.0,Relajado
14,0,0,0,0,505,505,-0.1915707597034171,250.0,Relajado
15,0,0,0,0,502,504,-0.2738080698677906,250.0,Relajado
0,0,0,0,0,504,504,-0.2738080698677906,250.0,Relajado
1,0,0,0,0,505,505,-0.1915707597034171,250.0,Relajado
2,0,0,0,0,507,505,-0.1915707597034171,250.0,Relajado
3,0,0,0,0,505,505,-0.1915707597034171,250.0,Relajado
4,0,0,0,0,505,505,-0.1915707597034171,250.0,Relajado
5,0,0,0,0,510,507,-0.0270961393746701,250.0,Relajado
6,0,0,0,0,507,509,0.1373784809540768,251.0,Contraido
7,0,0,0,0,509,508,0.0551411707897033,251.0,Contraido
8,0,0,0,0,508,509,0.1373784809540768,251.0,Contraido
9,0,0,0,0,510,510,0.2196157911184503,251.0,Contraido
10,0,0,0,0,512,510,0.2196157911184503,251.0,Contraido
11,0,0,0,0,510,510,0.2196157911184503,251.0,Contraido
12,0,0,0,0,510,510,0.2196157911184503,251.0,Contraido
13,0,0,0,0,508,508,0.0551411707897033,251.0,Contraido
14,0,0,0,0,508,508,0.0551411707897033,251.0,Contraido
15,0,0,0,0,509,508,0.0551411707897033,251.0,Contraido
0,0,0,0,0,508,508,0.0551411707897033,251.0,Contraido
1,0,0,0,0,506,506,-0.1093334495390436,252.0,Relajado
2,0,0,0,0,504,506,-0.1093334495390436,252.0,Relajado
3,0,0,0,0,506,505,-0.1915707597034171,252.0,Relajado
4,0,0,0,0,505,506,-0.1093334495390436,252.0,Relajado
5,0,0,0,0,506,506,-0.1093334495390436,252.0,Relajado
6,0,0,0,0,509,506,-0.1093334495390436,252.0,Relajado
7,0,0,0,0,505,505,-0.1915707597034171,252.0,Relajado
8,0,0,0,0,503,505,-0.1915707597034171,252.0,Relajado
9,0,0,0,0,507,507,-0.0270961393746701,252.0,Relajado
10,0,0,0,0,507,507,-0.0270961393746701,252.0,Relajado
11,0,0,0,0,508,508,0.0551411707897033,253.0,Contraido
12,0,0,0,0,508,508,0.0551411707897033,253.0,Contraido
13,0,0,0,0,508,508,0.0551411707897033,253.0,Contraido
14,0,0,0,0,508,508,0.0551411707897033,253.0,Contraido
15,0,0,0,0,509,508,0.0551411707897033,253.0,Contraido
0,0,0,0,0,508,508,0.0551411707897033,253.0,Contraido
1,0,0,0,0,507,507,-0.0270961393746701,254.0,Relajado
2,0,0,0,0,506,507,-0.0270961393746701,254.0,Relajado
3,0,0,0,0,508,508,0.0551411707897033,255.0,Contraido
4,0,0,0,0,511,509,0.1373784809540768,255.0,Contraido
5,0,0,0,0,509,511,0.3018531012828239,255.0,Contraido
6,0,0,0,0,511,509,0.1373784809540768,255.0,Contraido
7,0,0,0,0,508,508,0.0551411707897033,255.0,Contraido
8,0,0,0,0,504,504,-0.2738080698677906,256.0,Relajado
9,0,0,0,0,503,504,-0.2738080698677906,256.0,Relajado
10,0,0,0,0,506,506,-0.1093334495390436,256.0,Relajado
11,0,0,0,0,507,507,-0.0270961393746701,256.0,Relajado
12,0,0,0,0,511,510,0.2196157911184503,257.0,Contraido
13,0,0,0,0,510,510,0.2196157911184503,257.0,Contraido
14,0,0,0,0,506,509,0.1373784809540768,257.0,Contraido
15,0,0,0,0,509,508,0.0551411707897033,257.0,Contraido
0,0,0,0,0,508,508,0.0551411707897033,257.0,Contraido
1,0,0,0,0,507,507,-0.0270961393746701,258.0,Relajado
2,0,0,0,0,507,507,-0.0270961393746701,258.0,Relajado
3,0,0,0,0,507,507,-0.0270961393746701,258.0,Relajado
4,0,0,0,0,507,507,-0.0270961393746701,258.0,Relajado
5,0,0,0,0,509,509,0.1373784809540768,259.0,Contraido
6,0,0,0,0,509,509,0.1373784809540768,259.0,Contraido
7,0,0,0,0,510,509,0.1373784809540768,259.0,Contraido
8,0,0,0,0,508,509,0.1373784809540768,259.0,Contraido
9,0,0,0,0,509,508,0.0551411707897033,259.0,Contraido
10,0,0,0,0,508,509,0.1373784809540768,259.0,Contraido
11,0,0,0,0,509,508,0.0551411707897033,259.0,Contraido
12,0,0,0,0,506,507,-0.0270961393746701,260.0,Relajado
13,0,0,0,0,507,507,-0.0270961393746701,260.0,Relajado
14,0,0,0,0,508,508,0.0551411707897033,261.0,Contraido
15,0,0,0,0,508,508,0.0551411707897033,261.0,Contraido
0,0,0,0,0,507,508,0.0551411707897033,261.0,Contraido
1,0,0,0,0,508,508,0.0551411707897033,261.0,Contraido
2,0,0,0,0,509,509,0.1373784809540768,261.0,Contraido
3,0,0,0,0,510,509,0.1373784809540768,261.0,Contraido
4,0,0,0,0,509,509,0.1373784809540768,261.0,Contraido
5,0,0,0,0,507,507,-0.0270961393746701,262.0,Relajado
6,0,0,0,0,504,506,-0.1093334495390436,262.0,Relajado
7,0,0,0,0,506,506,-0.1093334495390436,262.0,Relajado
8,0,0,0,0,507,506,-0.1093334495390436,262.0,Relajado
9,0,0,0,0,504,504,-0.2738080698677906,262.0,Relajado
10,0,0,0,0,504,504,-0.2738080698677906,262.0,Relajado
11,0,0,0,0,506,506,-0.1093334495390436,262.0,Relajado
12,0,0,0,0,507,506,-0.1093334495390436,262.0,Relajado
13,0,0,0,0,505,505,-0.1915707597034171,262.0,Relajado
14,0,0,0,0,505,505,-0.1915707597034171,262.0,Relajado
15,0,0,0,0,508,506,-0.1093334495390436,262.0,Relajado
0,0,0,0,0,506,508,0.0551411707897033,263.0,Contraido
1,0,0,0,0,510,508,0.0551411707897033,263.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,263.0,Contraido
3,0,0,0,0,507,508,0.0551411707897033,263.0,Contraido
4,0,0,0,0,509,507,-0.0270961393746701,264.0,Relajado
5,0,0,0,0,507,509,0.1373784809540768,265.0,Contraido
6,0,0,0,0,510,509,0.1373784809540768,265.0,Contraido
7,0,0,0,0,509,509,0.1373784809540768,265.0,Contraido
8,0,0,0,0,509,509,0.1373784809540768,265.0,Contraido
9,0,0,0,0,510,509,0.1373784809540768,265.0,Contraido
10,0,0,0,0,506,506,-0.1093334495390436,266.0,Relajado
11,0,0,0,0,506,506,-0.1093334495390436,266.0,Relajado
12,0,0,0,0,509,509,0.1373784809540768,267.0,Contraido
13,0,0,0,0,509,509,0.1373784809540768,267.0,Contraido
14,0,0,0,0,509,509,0.1373784809540768,267.0,Contraido
15,0,0,0,0,506,508,0.0551411707897033,267.0,Contraido
0,0,0,0,0,508,508,0.0551411707897033,267.0,Contraido
1,0,0,0,0,511,508,0.0551411707897033,267.0,Contraido
2,0,0,0,0,506,507,-0.0270961393746701,268.0,Relajado
3,0,0,0,0,507,506,-0.1093334495390436,268.0,Relajado
4,0,0,0,0,506,506,-0.1093334495390436,268.0,Relajado
5,0,0,0,0,505,505,-0.1915707597034171,268.0,Relajado
6,0,0,0,0,504,505,-0.1915707597034171,268.0,Relajado
7,0,0,0,0,505,505,-0.1915707597034171,268.0,Relajado
8,0,0,0,0,509,506,-0.1093334495390436,268.0,Relajado
9,0,0,0,0,506,506,-0.1093334495390436,268.0,Relajado
10,0,0,0,0,505,505,-0.1915707597034171,268.0,Relajado
11,0,0,0,0,505,505,-0.1915707597034171,268.0,Relajado
12,0,0,0,0,508,508,0.0551411707897033,269.0,Contraido
13,0,0,0,0,509,508,0.0551411707897033,269.0,Contraido
14,0,0,0,0,505,509,0.1373784809540768,269.0,Contraido
15,0,0,0,0,509,509,0.1373784809540768,269.0,Contraido
0,0,0,0,0,510,510,0.2196157911184503,269.0,Contraido
1,0,0,0,0,510,510,0.2196157911184503,269.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,269.0,Contraido
3,0,0,0,0,505,505,-0.1915707597034171,270.0,Relajado
4,0,0,0,0,505,505,-0.1915707597034171,270.0,Relajado
5,0,0,0,0,510,507,-0.0270961393746701,270.0,Relajado
6,0,0,0,0,507,507,-0.0270961393746701,270.0,Relajado
7,0,0,0,0,507,507,-0.0270961393746701,270.0,Relajado
8,0,0,0,0,508,508,0.0551411707897033,271.0,Contraido
9,0,0,0,0,509,509,0.1373784809540768,271.0,Contraido
10,0,0,0,0,509,509,0.1373784809540768,271.0,Contraido
11,0,0,0,0,508,508,0.0551411707897033,271.0,Contraido
12,0,0,0,0,508,508,0.0551411707897033,271.0,Contraido
13,0,0,0,0,509,508,0.0551411707897033,271.0,Contraido
14,0,0,0,0,508,509,0.1373784809540768,271.0,Contraido
15,0,0,0,0,509,508,0.0551411707897033,271.0,Contraido
0,0,0,0,0,506,507,-0.0270961393746701,272.0,Relajado
1,0,0,0,0,507,507,-0.0270961393746701,272.0,Relajado
2,0,0,0,0,507,507,-0.0270961393746701,272.0,Relajado
3,0,0,0,0,508,507,-0.0270961393746701,272.0,Relajado
4,0,0,0,0,506,506,-0.1093334495390436,272.0,Relajado
5,0,0,0,0,504,505,-0.1915707597034171,272.0,Relajado
6,0,0,0,0,505,505,-0.1915707597034171,272.0,Relajado
7,0,0,0,0,508,506,-0.1093334495390436,272.0,Relajado
8,0,0,0,0,506,506,-0.1093334495390436,272.0,Relajado
9,0,0,0,0,505,505,-0.1915707597034171,272.0,Relajado
10,0,0,0,0,504,505,-0.1915707597034171,272.0,Relajado
11,0,0,0,0,505,505,-0.1915707597034171,272.0,Relajado
12,0,0,0,0,507,507,-0.0270961393746701,272.0,Relajado
13,0,0,0,0,508,507,-0.0270961393746701,272.0,Relajado
14,0,0,0,0,504,504,-0.2738080698677906,272.0,Relajado
15,0,0,0,0,503,504,-0.2738080698677906,272.0,Relajado
0,0,0,0,0,504,504,-0.2738080698677906,272.0,Relajado
1,0,0,0,0,504,504,-0.2738080698677906,272.0,Relajado
2,0,0,0,0,508,508,0.0551411707897033,273.0,Contraido
3,0,0,0,0,509,508,0.0551411707897033,273.0,Contraido
4,0,0,0,0,504,509,0.1373784809540768,273.0,Contraido
5,0,0,0,0,509,508,0.0551411707897033,273.0,Contraido
6,0,0,0,0,508,509,0.1373784809540768,273.0,Contraido
7,0,0,0,0,509,509,0.1373784809540768,273.0,Contraido
8,0,0,0,0,509,509,0.1373784809540768,273.0,Contraido
9,0,0,0,0,509,509,0.1373784809540768,273.0,Contraido
10,0,0,0,0,505,509,0.1373784809540768,273.0,Contraido
11,0,0,0,0,509,505,-0.1915707597034171,274.0,Relajado
12,0,0,0,0,505,507,-0.0270961393746701,274.0,Relajado
13,0,0,0,0,507,507,-0.0270961393746701,274.0,Relajado
14,0,0,0,0,508,508,0.0551411707897033,275.0,Contraido
15,0,0,0,0,509,508,0.0551411707897033,275.0,Contraido
0,0,0,0,0,507,509,0.1373784809540768,275.0,Contraido
1,0,0,0,0,510,507,-0.0270961393746701,276.0,Relajado
2,0,0,0,0,507,508,0.0551411707897033,277.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,277.0,Contraido
4,0,0,0,0,509,509,0.1373784809540768,277.0,Contraido
5,0,0,0,0,510,509,0.1373784809540768,277.0,Contraido
6,0,0,0,0,508,510,0.2196157911184503,277.0,Contraido
7,0,0,0,0,510,510,0.2196157911184503,277.0,Contraido
8,0,0,0,0,511,510,0.2196157911184503,277.0,Contraido
9,0,0,0,0,508,508,0.0551411707897033,277.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,277.0,Contraido
11,0,0,0,0,508,508,0.0551411707897033,277.0,Contraido
12,0,0,0,0,506,506,-0.1093334495390436,278.0,Relajado
13,0,0,0,0,505,506,-0.1093334495390436,278.0,Relajado
14,0,0,0,0,506,505,-0.1915707597034171,278.0,Relajado
15,0,0,0,0,505,505,-0.1915707597034171,278.0,Relajado
0,0,0,0,0,505,505,-0.1915707597034171,278.0,Relajado
1,0,0,0,0,507,507,-0.0270961393746701,278.0,Relajado
2,0,0,0,0,509,507,-0.0270961393746701,278.0,Relajado
3,0,0,0,0,507,508,0.0551411707897033,279.0,Contraido
4,0,0,0,0,508,508,0.0551411707897033,279.0,Contraido
5,0,0,0,0,509,508,0.0551411707897033,279.0,Contraido
6,0,0,0,0,507,509,0.1373784809540768,279.0,Contraido
7,0,0,0,0,511,509,0.1373784809540768,279.0,Contraido
8,0,0,0,0,509,511,0.3018531012828239,279.0,Contraido
9,0,0,0,0,511,509,0.1373784809540768,279.0,Contraido
10,0,0,0,0,509,511,0.3018531012828239,279.0,Contraido
11,0,0,0,0,512,510,0.2196157911184503,279.0,Contraido
12,0,0,0,0,510,510,0.2196157911184503,279.0,Contraido
13,0,0,0,0,509,509,0.1373784809540768,279.0,Contraido
14,0,0,0,0,505,505,-0.1915707597034171,280.0,Relajado
15,0,0,0,0,505,505,-0.1915707597034171,280.0,Relajado
0,0,0,0,0,509,507,-0.0270961393746701,280.0,Relajado
1,0,0,0,0,507,508,0.0551411707897033,281.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,281.0,Contraido
3,0,0,0,0,510,510,0.2196157911184503,281.0,Contraido
4,0,0,0,0,510,510,0.2196157911184503,281.0,Contraido
5,0,0,0,0,507,507,-0.0270961393746701,282.0,Relajado
6,0,0,0,0,505,507,-0.0270961393746701,282.0,Relajado
7,0,0,0,0,507,507,-0.0270961393746701,282.0,Relajado
8,0,0,0,0,511,507,-0.0270961393746701,282.0,Relajado
9,0,0,0,0,505,506,-0.1093334495390436,282.0,Relajado
10,0,0,0,0,506,506,-0.1093334495390436,282.0,Relajado
11,0,0,0,0,508,507,-0.0270961393746701,282.0,Relajado
12,0,0,0,0,507,507,-0.0270961393746701,282.0,Relajado
13,0,0,0,0,507,507,-0.0270961393746701,282.0,Relajado
14,0,0,0,0,504,507,-0.0270961393746701,282.0,Relajado
15,0,0,0,0,509,507,-0.0270961393746701,282.0,Relajado
0,0,0,0,0,507,507,-0.0270961393746701,282.0,Relajado
1,0,0,0,0,507,507,-0.0270961393746701,282.0,Relajado
2,0,0,0,0,508,508,0.0551411707897033,283.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,283.0,Contraido
4,0,0,0,0,506,506,-0.1093334495390436,284.0,Relajado
5,0,0,0,0,506,506,-0.1093334495390436,284.0,Relajado
6,0,0,0,0,504,504,-0.2738080698677906,284.0,Relajado
7,0,0,0,0,504,504,-0.2738080698677906,284.0,Relajado
8,0,0,0,0,504,504,-0.2738080698677906,284.0,Relajado
9,0,0,0,0,506,505,-0.1915707597034171,284.0,Relajado
10,0,0,0,0,505,505,-0.1915707597034171,284.0,Relajado
11,0,0,0,0,505,505,-0.1915707597034171,284.0,Relajado
12,0,0,0,0,508,508,0.0551411707897033,285.0,Contraido
13,0,0,0,0,508,508,0.0551411707897033,285.0,Contraido
14,0,0,0,0,507,508,0.0551411707897033,285.0,Contraido
15,0,0,0,0,508,508,0.0551411707897033,285.0,Contraido
0,0,0,0,0,509,509,0.1373784809540768,285.0,Contraido
1,0,0,0,0,509,509,0.1373784809540768,285.0,Contraido
2,0,0,0,0,510,510,0.2196157911184503,285.0,Contraido
3,0,0,0,0,511,511,0.3018531012828239,285.0,Contraido
4,0,0,0,0,511,511,0.3018531012828239,285.0,Contraido
5,0,0,0,0,507,507,-0.0270961393746701,286.0,Relajado
6,0,0,0,0,507,507,-0.0270961393746701,286.0,Relajado
7,0,0,0,0,507,507,-0.0270961393746701,286.0,Relajado
8,0,0,0,0,507,507,-0.0270961393746701,286.0,Relajado
9,0,0,0,0,508,508,0.0551411707897033,287.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,287.0,Contraido
11,0,0,0,0,508,508,0.0551411707897033,287.0,Contraido
12,0,0,0,0,507,508,0.0551411707897033,287.0,Contraido
13,0,0,0,0,508,507,-0.0270961393746701,288.0,Relajado
14,0,0,0,0,506,506,-0.1093334495390436,288.0,Relajado
15,0,0,0,0,504,504,-0.2738080698677906,288.0,Relajado
0,0,0,0,0,504,504,-0.2738080698677906,288.0,Relajado
1,0,0,0,0,506,506,-0.1093334495390436,288.0,Relajado
2,0,0,0,0,506,506,-0.1093334495390436,288.0,Relajado
3,0,0,0,0,506,506,-0.1093334495390436,288.0,Relajado
4,0,0,0,0,510,508,0.0551411707897033,289.0,Contraido
5,0,0,0,0,508,508,0.0551411707897033,289.0,Contraido
6,0,0,0,0,505,508,0.0551411707897033,289.0,Contraido
7,0,0,0,0,508,508,0.0551411707897033,289.0,Contraido
8,0,0,0,0,509,508,0.0551411707897033,289.0,Contraido
9,0,0,0,0,506,508,0.0551411707897033,289.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,289.0,Contraido
11,0,0,0,0,508,508,0.0551411707897033,289.0,Contraido
12,0,0,0,0,509,508,0.0551411707897033,289.0,Contraido
13,0,0,0,0,505,506,-0.1093334495390436,290.0,Relajado
14,0,0,0,0,506,506,-0.1093334495390436,290.0,Relajado
15,0,0,0,0,507,507,-0.0270961393746701,290.0,Relajado
0,0,0,0,0,508,508,0.0551411707897033,291.0,Contraido
1,0,0,0,0,508,508,0.0551411707897033,291.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,291.0,Contraido
3,0,0,0,0,504,508,0.0551411707897033,291.0,Contraido
4,0,0,0,0,509,509,0.1373784809540768,291.0,Contraido
5,0,0,0,0,509,509,0.1373784809540768,291.0,Contraido
6,0,0,0,0,507,507,-0.0270961393746701,292.0,Relajado
7,0,0,0,0,507,507,-0.0270961393746701,292.0,Relajado
8,0,0,0,0,508,508,0.0551411707897033,293.0,Contraido
9,0,0,0,0,509,508,0.0551411707897033,293.0,Contraido
10,0,0,0,0,507,509,0.1373784809540768,293.0,Contraido
11,0,0,0,0,511,511,0.3018531012828239,293.0,Contraido
12,0,0,0,0,514,511,0.3018531012828239,293.0,Contraido
13,0,0,0,0,510,510,0.2196157911184503,293.0,Contraido
14,0,0,0,0,506,507,-0.0270961393746701,294.0,Relajado
15,0,0,0,0,507,506,-0.1093334495390436,294.0,Relajado
0,0,0,0,0,506,507,-0.0270961393746701,294.0,Relajado
1,0,0,0,0,509,508,0.0551411707897033,295.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,295.0,Contraido
3,0,0,0,0,507,508,0.0551411707897033,295.0,Contraido
4,0,0,0,0,508,507,-0.0270961393746701,296.0,Relajado
5,0,0,0,0,507,508,0.0551411707897033,297.0,Contraido
6,0,0,0,0,509,509,0.1373784809540768,297.0,Contraido
7,0,0,0,0,509,509,0.1373784809540768,297.0,Contraido
8,0,0,0,0,508,508,0.0551411707897033,297.0,Contraido
9,0,0,0,0,508,508,0.0551411707897033,297.0,Contraido
10,0,0,0,0,505,505,-0.1915707597034171,298.0,Relajado
11,0,0,0,0,505,505,-0.1915707597034171,298.0,Relajado
12,0,0,0,0,509,509,0.1373784809540768,299.0,Contraido
13,0,0,0,0,509,509,0.1373784809540768,299.0,Contraido
14,0,0,0,0,505,505,-0.1915707597034171,300.0,Relajado
15,0,0,0,0,505,505,-0.1915707597034171,300.0,Relajado
0,0,0,0,0,508,507,-0.0270961393746701,300.0,Relajado
1,0,0,0,0,507,508,0.0551411707897033,301.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,301.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,301.0,Contraido
4,0,0,0,0,510,509,0.1373784809540768,301.0,Contraido
5,0,0,0,0,509,509,0.1373784809540768,301.0,Contraido
6,0,0,0,0,508,509,0.1373784809540768,301.0,Contraido
7,0,0,0,0,509,508,0.0551411707897033,301.0,Contraido
8,0,0,0,0,508,508,0.0551411707897033,301.0,Contraido
9,0,0,0,0,505,506,-0.1093334495390436,302.0,Relajado
10,0,0,0,0,506,505,-0.1915707597034171,302.0,Relajado
11,0,0,0,0,505,506,-0.1093334495390436,302.0,Relajado
12,0,0,0,0,509,509,0.1373784809540768,303.0,Contraido
13,0,0,0,0,509,509,0.1373784809540768,303.0,Contraido
14,0,0,0,0,508,508,0.0551411707897033,303.0,Contraido
15,0,0,0,0,506,508,0.0551411707897033,303.0,Contraido
0,0,0,0,0,508,506,-0.1093334495390436,304.0,Relajado
1,0,0,0,0,506,507,-0.0270961393746701,304.0,Relajado
2,0,0,0,0,507,507,-0.0270961393746701,304.0,Relajado
3,0,0,0,0,508,507,-0.0270961393746701,304.0,Relajado
4,0,0,0,0,506,506,-0.1093334495390436,304.0,Relajado
5,0,0,0,0,506,506,-0.1093334495390436,304.0,Relajado
6,0,0,0,0,508,508,0.0551411707897033,305.0,Contraido
7,0,0,0,0,508,508,0.0551411707897033,305.0,Contraido
8,0,0,0,0,508,508,0.0551411707897033,305.0,Contraido
9,0,0,0,0,507,507,-0.0270961393746701,306.0,Relajado
10,0,0,0,0,507,507,-0.0270961393746701,306.0,Relajado
11,0,0,0,0,507,507,-0.0270961393746701,306.0,Relajado
12,0,0,0,0,507,507,-0.0270961393746701,306.0,Relajado
13,0,0,0,0,503,507,-0.0270961393746701,306.0,Relajado
14,0,0,0,0,507,507,-0.0270961393746701,306.0,Relajado
15,0,0,0,0,510,510,0.2196157911184503,307.0,Contraido
0,0,0,0,0,511,510,0.2196157911184503,307.0,Contraido
1,0,0,0,0,509,509,0.1373784809540768,307.0,Contraido
2,0,0,0,0,506,509,0.1373784809540768,307.0,Contraido
3,0,0,0,0,512,506,-0.1093334495390436,308.0,Relajado
4,0,0,0,0,504,504,-0.2738080698677906,308.0,Relajado
5,0,0,0,0,503,504,-0.2738080698677906,308.0,Relajado
6,0,0,0,0,506,506,-0.1093334495390436,308.0,Relajado
7,0,0,0,0,507,507,-0.0270961393746701,308.0,Relajado
8,0,0,0,0,508,507,-0.0270961393746701,308.0,Relajado
9,0,0,0,0,507,508,0.0551411707897033,309.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,309.0,Contraido
11,0,0,0,0,509,509,0.1373784809540768,309.0,Contraido
12,0,0,0,0,511,510,0.2196157911184503,309.0,Contraido
13,0,0,0,0,510,510,0.2196157911184503,309.0,Contraido
14,0,0,0,0,506,507,-0.0270961393746701,310.0,Relajado
15,0,0,0,0,507,506,-0.1093334495390436,310.0,Relajado
0,0,0,0,0,506,506,-0.1093334495390436,310.0,Relajado
1,0,0,0,0,504,506,-0.1093334495390436,310.0,Relajado
2,0,0,0,0,509,507,-0.0270961393746701,310.0,Relajado
3,0,0,0,0,507,507,-0.0270961393746701,310.0,Relajado
4,0,0,0,0,507,507,-0.0270961393746701,310.0,Relajado
5,0,0,0,0,508,507,-0.0270961393746701,310.0,Relajado
6,0,0,0,0,505,508,0.0551411707897033,311.0,Contraido
7,0,0,0,0,509,509,0.1373784809540768,311.0,Contraido
8,0,0,0,0,511,509,0.1373784809540768,311.0,Contraido
9,0,0,0,0,508,511,0.3018531012828239,311.0,Contraido
10,0,0,0,0,512,511,0.3018531012828239,311.0,Contraido
11,0,0,0,0,511,511,0.3018531012828239,311.0,Contraido
12,0,0,0,0,511,511,0.3018531012828239,311.0,Contraido
13,0,0,0,0,508,509,0.1373784809540768,311.0,Contraido
14,0,0,0,0,509,509,0.1373784809540768,311.0,Contraido
15,0,0,0,0,511,510,0.2196157911184503,311.0,Contraido
0,0,0,0,0,510,510,0.2196157911184503,311.0,Contraido
1,0,0,0,0,509,509,0.1373784809540768,311.0,Contraido
2,0,0,0,0,508,509,0.1373784809540768,311.0,Contraido
3,0,0,0,0,509,508,0.0551411707897033,311.0,Contraido
4,0,0,0,0,504,504,-0.2738080698677906,312.0,Relajado
5,0,0,0,0,504,504,-0.2738080698677906,312.0,Relajado
6,0,0,0,0,504,504,-0.2738080698677906,312.0,Relajado
7,0,0,0,0,501,504,-0.2738080698677906,312.0,Relajado
8,0,0,0,0,504,504,-0.2738080698677906,312.0,Relajado
9,0,0,0,0,505,504,-0.2738080698677906,312.0,Relajado
10,0,0,0,0,504,505,-0.1915707597034171,312.0,Relajado
11,0,0,0,0,506,506,-0.1093334495390436,312.0,Relajado
12,0,0,0,0,506,506,-0.1093334495390436,312.0,Relajado
13,0,0,0,0,511,507,-0.0270961393746701,312.0,Relajado
14,0,0,0,0,507,507,-0.0270961393746701,312.0,Relajado
15,0,0,0,0,506,506,-0.1093334495390436,312.0,Relajado
0,0,0,0,0,506,506,-0.1093334495390436,312.0,Relajado
1,0,0,0,0,508,508,0.0551411707897033,313.0,Contraido
2,0,0,0,0,508,508,0.0551411707897033,313.0,Contraido
3,0,0,0,0,505,507,-0.0270961393746701,314.0,Relajado
4,0,0,0,0,507,507,-0.0270961393746701,314.0,Relajado
5,0,0,0,0,507,507,-0.0270961393746701,314.0,Relajado
6,0,0,0,0,505,507,-0.0270961393746701,314.0,Relajado
7,0,0,0,0,507,507,-0.0270961393746701,314.0,Relajado
8,0,0,0,0,508,508,0.0551411707897033,315.0,Contraido
9,0,0,0,0,508,508,0.0551411707897033,315.0,Contraido
10,0,0,0,0,508,508,0.0551411707897033,315.0,Contraido
11,0,0,0,0,506,507,-0.0270961393746701,316.0,Relajado
12,0,0,0,0,507,506,-0.1093334495390436,316.0,Relajado
13,0,0,0,0,506,507,-0.0270961393746701,316.0,Relajado
14,0,0,0,0,508,506,-0.1093334495390436,316.0,Relajado
15,0,0,0,0,504,508,0.0551411707897033,317.0,Contraido
0,0,0,0,0,508,508,0.0551411707897033,317.0,Contraido
1,0,0,0,0,509,509,0.1373784809540768,317.0,Contraido
2,0,0,0,0,511,509,0.1373784809540768,317.0,Contraido
3,0,0,0,0,508,508,0.0551411707897033,317.0,Contraido
4,0,0,0,0,507,507,-0.0270961393746701,318.0,Relajado
5,0,0,0,0,505,506,-0.1093334495390436,318.0,Relajado
6,0,0,0,0,506,506,-0.1093334495390436,318.0,Relajado
7,0,0,0,0,507,507,-0.0270961393746701,318.0,Relajado
8,0,0,0,0,508,507,-0.0270961393746701,318.0,Relajado
9,0,0,0,0,506,508,0.0551411707897033,319.0,Contraido
10,0,0,0,0,508,506,-0.1093334495390436,320.0,Relajado
11,0,0,0,0,505,507,-0.0270961393746701,320.0,Relajado
12,0,0,0,0,507,507,-0.0270961393746701,320.0,Relajado
13,0,0,0,0,508,508,0.0551411707897033,321.0,Contraido
14,0,0,0,0,509,508,0.0551411707897033,321.0,Contraido
15,0,0,0,0,507,507,-0.0270961393746701,322.0,Relajado
0,0,0,0,0,507,507,-0.0270961393746701,322.0,Relajado
1,0,0,0,0,507,507,-0.0270961393746701,322.0,Relajado
2,0,0,0,0,507,507,-0.0270961393746701,322.0,Relajado
3,0,0,0,0,508,508,0.0551411707897033,323.0,Contraido
4,0,0,0,0,509,508,0.0551411707897033,323.0,Contraido
5,0,0,0,0,508,508,0.0551411707897033,323.0,Contraido
